time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec), avg_lat(ms)
0,901.4,986.256,37.537,1016.11,1017.405,1018.441,1025.591,1028.329,1083.905,1176.823,0.001,,245,0,-0.001
5,843.4,1018.611,993.41,1016.414,1017.116,1017.74,1024.576,1029.756,1091.865,1151.962,0.001,,495,0,-0.001
10,873,1017.806,997.152,1016.328,1016.982,1017.623,1023.606,1028.017,1075.935,1092.537,0.001,,745,0,-0.001
15,841,1018.609,990.93,1016.236,1016.895,1017.655,1025.215,1032.973,1091.677,1101.034,0.001,,995,243.8,1054.534
20,891,1017.593,999.26,1016.199,1016.918,1017.656,1025.016,1032.991,1073.992,1092.032,0.001,,1245,699.2,1022.51
25,867.8,1018.015,999.203,1016.234,1016.904,1017.493,1024.964,1033.899,1083.592,1131.73,0.001,,1495,753.4,1020.787
30,850,1018.416,999.429,1016.253,1016.859,1017.541,1025.087,1027.1,1092.148,1110.356,0.001,,1745,823.2,1049.888
35,828.8,1018.91,999.055,1016.268,1016.886,1017.598,1025.387,1034.384,1092.479,1116.947,0.001,,1995,237.4,1179.647
40,553.8,1028.686,999.478,1018.991,1021.128,1026.058,1071.857,1089.103,1109.876,1192.096,0.001,,2245,857.8,1018.17
45,722.8,1021.839,999.428,1017.904,1018.998,1020.168,1028.68,1061.927,1102.085,1129.077,0.001,,2495,3.2,1185.901
50,735.2,1021.141,999.385,1017.365,1018.176,1019.069,1027.178,1056.016,1110.312,1220.446,0.001,,2745,886,1017.704
55,788.2,1019.868,999.231,1016.933,1017.774,1018.673,1026.359,1035.667,1100.156,1168.525,0.001,,2995,0,-0.001
60,773.6,1020.566,999.084,1016.724,1017.61,1018.463,1026.682,1059.145,1101.547,1147.607,0.001,,3245,0,-0.001
65,493.6,1111.452,996.827,1016.605,1017.381,1018.362,1026.639,1035.707,1252.309,15129.529,0.001,,3495,0,-0.001
70,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,3745,916.6,1017.056
75,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,3995,271.2,1029.473
80,350.2,1136.372,999.687,1016.53,1017.36,1018.312,1027.001,1092.235,1209.377,13457.395,0.001,,4245,510,1141.699
85,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,4495,19.6,1810.519
90,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,4745,646.8,1026.147
95,310.4,1043.136,999.395,1016.649,1017.433,1018.344,1026.415,1076.891,3018.161,3098.406,0.001,,4995,0,-0.001
100,421.8,1067.798,999.434,1016.439,1017.195,1017.826,1027.238,1100.828,1250.322,6608.374,0.001,,5245,906.2,1017.244
105,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,5495,457.8,1034.882
110,490,1117.156,999.504,1016.266,1016.938,1017.636,1025.277,1028.034,1116.733,16174.146,0.001,,5745,603.8,1021.36
115,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,5995,881.6,1017.795
120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,6245,18.6,1763.976
125,32.8,1161.421,1000.215,1075.137,1173.623,1247.468,1273.896,1275.086,1409.725,1501.919,0.001,,6495,0,-0.001
130,575.8,1026.451,998.97,1016.238,1016.913,1017.74,1050.39,1083.992,1151.974,1664.15,0.001,,6745,664,1023.749
135,459.6,1116.577,998.97,1016.238,1016.955,1017.603,1025.582,1058.696,1175.486,14791.575,0.001,,6995,226.2,1188.031
140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
145,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
150,511.8,1019.626,999.267,1016.168,1016.861,1017.448,1024.946,1050.661,1117.135,1142.458,0.001,,,,
155,135.2,1561.02,999.505,1016.338,1016.855,1017.452,1019.631,1051.096,23982.822,23991.565,0.001,,,,
160,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
165,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
175,47.6,1085.218,999.715,1024.19,1082.653,1100.198,1207.952,1216.705,1324.944,1325.264,0.001,,,,
180,665.6,1033.927,999.107,1016.058,1016.696,1017.249,1018.259,1026.187,1093.424,4440.209,0.001,,,,
185,459.6,1019.505,999.119,1016.063,1016.734,1017.473,1025.283,1057.014,1091.181,1118.077,0.001,,,,
190,293,1060.588,997.264,1016.088,1016.613,1017.344,1024.396,1026.491,4892.327,4927.137,0.001,,,,
195,733.4,1092.609,999.367,1016.027,1016.706,1017.372,1024.883,1026.053,1107.929,18215.749,0.001,,,,
200,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
205,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
210,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
215,344,1028.534,999.529,1016.033,1016.71,1017.358,1024.662,1033.836,1101.327,2116.788,0.001,,,,
220,402,1137.524,998.791,1016.082,1016.697,1017.28,1024.528,1026,1076.227,16135.142,0.001,,,,
225,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
230,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
235,386,1021.568,999.38,1016.018,1016.675,1017.223,1024.704,1050.571,1126.684,1350.263,0.001,,,,
240,380.4,1130.905,999.202,1016.054,1016.685,1017.358,1025.064,1033.739,1101.499,14473.082,0.001,,,,
245,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
250,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
255,707.6,1019.488,999.406,1016.087,1016.744,1017.361,1024.354,1049.511,1115.987,1207.962,0.001,,,,
260,28,2848.488,999.693,1016.338,1016.857,1017.149,17018.227,17084.607,17085.73,17085.738,0,,,,
265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
275,645.2,1018.532,999.303,1016.103,1016.669,1017.274,1024.348,1026.477,1100.025,1143.372,0.001,,,,
280,175,1287.706,999.696,1016.17,1016.823,1017.541,1024.996,1057.696,15776.845,15785.496,0.001,,,,
285,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
290,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
295,637.2,1020.947,999.29,1015.96,1016.578,1017.133,1024.603,1057.905,1167.655,1251.068,0.001,,,,
300,884.2,1017.674,996.885,1015.974,1016.579,1017.163,1023.175,1025.916,1076.183,1176.303,0.001,,,,
305,889.8,1017.847,996.507,1016.037,1016.62,1017.235,1024.118,1026.072,1083.033,1159.293,0.001,,,,
310,876.2,1017.597,999.28,1015.934,1016.56,1017.143,1024.518,1026.118,1081.404,1101.096,0.001,,,,
315,880.4,1017.782,999.118,1015.909,1016.577,1017.17,1024.064,1026.223,1083.207,1108.84,0.001,,,,
320,896,1017.448,999.333,1015.872,1016.499,1017.118,1024.119,1025.793,1083.202,1100.683,0.001,,,,
325,897.4,1017.366,996.696,1015.949,1016.573,1017.168,1024.504,1025.806,1075.099,1092.653,0.001,,,,
330,874.2,1017.974,999.245,1015.94,1016.56,1017.188,1024.328,1025.849,1091.594,1155.123,0.001,,,,
335,928,1016.748,999.244,1015.863,1016.522,1017.113,1021.619,1025.39,1075.11,1092.743,0.001,,,,
340,899.6,1017.463,999.141,1015.881,1016.533,1017.163,1024.324,1025.92,1075.4,1095.955,0.001,,,,
345,894.8,1017.45,995.333,1015.915,1016.579,1017.161,1024.293,1025.768,1083.466,1101.533,0.001,,,,
350,922.4,1016.94,997.297,1015.902,1016.526,1017.107,1018.236,1025.484,1080.349,1098.729,0.001,,,,
355,879.2,1017.755,996.824,1015.982,1016.601,1017.191,1024.37,1026.672,1082.919,1092.902,0.001,,,,
360,920,1017.146,999.265,1015.911,1016.592,1017.178,1022.71,1025.499,1083.23,1125.21,0.001,,,,
365,879.8,1017.643,994.957,1015.879,1016.545,1017.09,1023.044,1025.519,1091.056,1123.31,0.001,,,,
370,868.2,1018.007,994.28,1015.876,1016.586,1017.198,1024.235,1025.869,1091.587,1108.534,0.001,,,,
375,816.2,1102.576,996.636,1015.957,1016.555,1017.167,1024.249,1025.829,1102.276,22711.211,0.001,,,,
380,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
385,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
390,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
395,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
400,579,1020.267,999.057,1015.953,1016.596,1017.171,1024.475,1057.745,1092.016,2018.049,0.001,,,,
405,866.6,1018.087,999.398,1015.84,1016.513,1017.14,1024.449,1032.491,1098.888,1167.236,0.001,,,,
410,878.6,1017.834,999.412,1016,1016.591,1017.136,1020.879,1025.594,1091.517,1099.812,0.001,,,,
415,911.2,1017.151,999.203,1015.941,1016.53,1017.156,1022.179,1025.773,1082.689,1100.489,0.001,,,,
420,896.2,1017.457,999.518,1015.921,1016.59,1017.167,1023.768,1025.841,1083.116,1101.082,0.001,,,,
425,785.2,1019.947,998.64,1015.87,1016.532,1017.122,1024.186,1025.885,1092.218,1657.7,0.001,,,,
430,896.6,1017.463,998.576,1015.918,1016.559,1017.164,1023.165,1025.838,1075.358,1108.449,0.001,,,,
435,870.6,1017.984,997.318,1015.884,1016.55,1017.151,1024.448,1033.619,1083.962,1114.934,0.001,,,,
440,886.4,1017.665,999.415,1015.877,1016.5,1017.109,1021.929,1025.313,1100.003,1183.512,0.001,,,,
445,863.8,1018.118,999.211,1015.862,1016.555,1017.106,1024.266,1025.844,1100.136,1164.754,0.001,,,,
450,916,1017.06,996.378,1015.891,1016.507,1017.07,1021.998,1025.368,1083.079,1092.83,0.001,,,,
455,904.6,1017.273,991.425,1015.893,1016.482,1017.061,1023.826,1025.54,1074.956,1117.261,0.001,,,,
460,867,1018.078,999.338,1015.876,1016.502,1017.081,1024.478,1033.39,1091.931,1124.194,0.001,,,,
465,925.8,1016.866,996.749,1015.852,1016.472,1017.005,1017.836,1025.174,1083.153,1133.886,0.001,,,,
470,885.2,1017.706,995.054,1015.847,1016.526,1017.091,1020.793,1025.535,1099.475,1150.569,0.001,,,,
475,903,1017.286,996.417,1015.907,1016.568,1017.111,1023.998,1025.637,1083.081,1134.378,0.001,,,,
480,199,1336.608,999,1015.921,1016.658,1017.26,1025.391,1038.541,20858.59,20860.982,0.001,,,,
485,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
490,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
495,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
500,61,1728.055,999.518,1025.281,1111.007,1165.58,1299.098,12854.22,12900.617,12901.257,0.001,,,,
505,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
510,7.8,1117.295,1000.46,1087.678,1089.523,1138.941,1222.214,1222.242,1222.322,1222.322,0.001,,,,
515,225.6,1068.77,999.53,1019.512,1021.148,1029.77,1086.729,1197.242,2382.439,2393.291,0.001,,,,
520,295.2,1054.411,999.468,1018.506,1019.458,1021.367,1093.847,1159.377,2178.227,2232.316,0.001,,,,
525,481.6,1038.547,999.134,1017.69,1018.634,1019.751,1048.832,1077.376,1781.37,2153.455,0.001,,,,
530,422.8,1042.786,999.476,1017.337,1018.168,1019.115,1051.786,1068.458,2177.122,2687.336,0.001,,,,
535,239.4,1216.897,999.088,1017.039,1017.806,1018.671,1034.18,1084.155,15583.123,15594.884,0.001,,,,
540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
545,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
550,143.6,1046.491,999.538,1017.193,1018.288,1059.291,1125.771,1176.949,1275.98,1277.164,0.001,,,,
555,519.8,1030.399,999.128,1016.761,1017.454,1018.317,1026.944,1068.312,1532.948,2129.074,0.001,,,,
560,498.2,1031.713,999.401,1016.714,1017.42,1018.303,1033.671,1074.594,1269.109,2271.808,0.001,,,,
565,484.2,1120.811,999.453,1016.54,1017.324,1018.098,1026.834,1091.288,1442.093,15575.847,0.001,,,,
570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
575,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
580,146.2,1035.881,999.54,1016.669,1017.308,1024.2,1131.684,1167.837,1192.902,1259.826,0.001,,,,
585,225.4,1247.191,998.785,1016.569,1017.34,1018.137,1026.176,1051.579,17091.28,17108.399,0.001,,,,
590,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
595,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
600,409.8,1049.42,999.061,1016.473,1017.182,1017.876,1025.672,1050.771,1167.975,4879.9,0.001,,,,
605,29.2,1133.955,1000.511,1085.166,1100.442,1199.816,1292.039,1293.239,1317.718,1317.811,0.001,,,,
610,699.4,1022.287,997.287,1016.466,1017.144,1017.865,1026.254,1058.74,1142.161,1435.062,0.001,,,,
615,559.8,1028.296,999.031,1016.463,1017.09,1017.844,1026.081,1050.983,1133.424,2492.315,0.001,,,,
620,17.4,3932.046,1000.666,1016.985,1017.085,1018.238,16869.975,16878.009,16878.384,16878.384,0,,,,
625,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
630,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
635,453.4,1197.324,999.507,1016.258,1017.129,1018.132,1056.053,1101.187,1325.78,25091.896,0.001,,,,
640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
645,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
650,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
655,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
660,54,1059.081,999.654,1016.5,1017.248,1059.439,1192.467,1291.478,1343.578,1384.784,0.001,,,,
665,473,1033.461,999.163,1016.429,1017.315,1025.177,1083.752,1116.893,1191.68,1588.27,0.001,,,,
670,441.4,1094.821,999.172,1016.235,1016.945,1017.696,1026.229,1068.518,1401.851,11203.159,0.001,,,,
675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
680,8,2174.543,1441.9,2033.888,2083.337,2442.67,2492.836,2493.435,2494.117,2494.117,0,,,,
685,531.8,1113.895,998.849,1016.194,1016.858,1017.548,1025.129,1049.741,1208.231,17128.373,0.001,,,,
690,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
695,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
700,2.2,1873.898,1002.212,2064.14,2068.251,2068.301,2068.306,2068.323,2068.323,2068.323,0.001,,,,
705,499.8,1108.96,999.21,1016.301,1017.028,1017.814,1026.199,1057.584,1318.094,15049.911,0.001,,,,
710,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
715,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
720,166.8,1043.118,999.417,1016.145,1016.834,1017.727,1025.794,1066.504,2191.796,2193.251,0.001,,,,
725,402,1044.85,999.476,1016.293,1016.937,1017.644,1024.73,1027.39,1091.763,4485.152,0.001,,,,
730,654.8,1020.652,999.292,1016.143,1016.738,1017.429,1025.04,1050.703,1109.389,1482.752,0.001,,,,
735,12.8,5094.275,1000.358,1015.853,1016.93,17323.269,17340.716,17340.887,17341.769,17341.769,0,,,,
740,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
745,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
750,414.2,1027.524,999.209,1015.916,1016.648,1017.454,1059.001,1115.958,1167.068,1393.331,0.001,,,,
755,765.6,1020.469,999.307,1015.988,1016.584,1017.233,1023.975,1026.418,1175.962,1294.269,0.001,,,,
760,858.6,1018.259,999.309,1016.073,1016.735,1017.334,1024.749,1026.383,1116.728,1141.563,0.001,,,,
765,850,1018.397,999.54,1016.049,1016.687,1017.275,1019.736,1025.839,1083.76,2015.554,0.001,,,,
770,899,1017.41,999.511,1016.023,1016.67,1017.31,1024.012,1025.822,1083.089,1109.845,0.001,,,,
775,832,1018.874,998.108,1016,1016.713,1017.354,1024.721,1030.455,1092.884,1234.493,0.001,,,,
780,909.6,1017.14,994.296,1015.986,1016.57,1017.207,1024.272,1025.587,1083.324,1092.795,0.001,,,,
785,907.4,1017.43,999.347,1015.941,1016.561,1017.149,1022.797,1025.686,1083.47,1117.735,0.001,,,,
790,753.4,1020.644,999.129,1015.921,1016.569,1017.177,1023.97,1026.279,1099.346,1776.38,0.001,,,,
795,867.6,1017.993,999.064,1015.886,1016.576,1017.194,1024.118,1032.732,1091.709,1108.606,0.001,,,,
800,899.8,1017.416,998.862,1015.921,1016.541,1017.133,1024.344,1026.961,1082.158,1092.745,0.001,,,,
805,897.6,1017.403,998.891,1015.938,1016.569,1017.167,1023.893,1025.737,1082.621,1109.593,0.001,,,,
810,872.8,1017.915,999.165,1015.979,1016.677,1017.261,1024.73,1032.815,1082.598,1092.847,0.001,,,,
815,898.2,1017.384,999.082,1015.991,1016.599,1017.176,1024.37,1025.918,1083.358,1093.232,0.001,,,,
820,870.6,1018.032,997.208,1016.083,1016.716,1017.314,1024.608,1026.708,1083.839,1092.331,0.001,,,,
825,875.8,1017.851,998.755,1015.98,1016.686,1017.293,1023.877,1026.031,1100.156,1109.748,0.001,,,,
830,880.2,1017.784,997.928,1016.059,1016.723,1017.359,1024.911,1026.657,1083.472,1100.754,0.001,,,,
835,874.6,1017.885,997.202,1016.019,1016.687,1017.354,1024.916,1032.779,1082.097,1100.961,0.001,,,,
840,898.8,1017.37,999.079,1016.016,1016.697,1017.336,1024.745,1026.135,1074.534,1084.176,0.001,,,,
845,852.6,1018.366,998.541,1016.066,1016.708,1017.472,1025.273,1026.639,1091.752,1134.557,0.001,,,,
850,868.2,1018.076,994.495,1016.153,1016.732,1017.472,1025.165,1026.387,1083.406,1117.237,0.001,,,,
855,832.2,1019.042,996.848,1016.082,1016.781,1017.587,1025.668,1049.343,1083.185,1103.905,0.001,,,,
860,841.2,1018.402,999.232,1016.127,1016.787,1017.527,1025.25,1026.353,1084.561,1109.679,0.001,,,,
865,841.2,1018.655,998.529,1016.041,1016.796,1017.649,1025.583,1033.388,1084.028,1109.168,0.001,,,,
870,828.8,1019.018,999.64,1016.163,1016.892,1017.762,1025.535,1033.456,1091.774,1134.165,0.001,,,,
875,884.6,1017.676,999.395,1016.014,1016.695,1017.414,1025.053,1026.111,1074.92,1092.204,0.001,,,,
880,883.6,1017.748,998.86,1015.868,1016.597,1017.169,1024.533,1026.316,1082.978,1186.051,0.001,,,,
885,899.4,1017.334,994.809,1015.907,1016.559,1017.19,1024.026,1026.238,1075.602,1151.498,0.001,,,,
890,910.4,1017.231,998.833,1015.974,1016.593,1017.174,1018.6,1025.385,1097.641,1125.922,0.001,,,,
895,884.4,1017.658,997.129,1015.916,1016.519,1017.076,1022.07,1026.107,1083.196,1125.701,0.001,,,,
900,914.8,1017.068,999.199,1015.903,1016.565,1017.15,1021.122,1025.509,1082.633,1100.226,0.001,,,,
905,872,1017.948,995.881,1015.992,1016.576,1017.164,1023.915,1026.238,1099.056,1109.925,0.001,,,,
910,897.6,1017.42,997.522,1015.928,1016.547,1017.093,1023.978,1025.903,1084.184,1101.128,0.001,,,,
915,868,1018.073,999.094,1015.924,1016.63,1017.233,1024.7,1033.039,1075.775,1112.394,0.001,,,,
920,528.4,1125.273,998.306,1015.928,1016.588,1017.216,1024.74,1033.242,1082.423,18822.953,0.001,,,,
925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
935,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
940,62,1790.801,1000.41,1020.194,1023.709,1078.207,1183.841,15314.093,15442.642,15442.986,0.001,,,,
945,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
950,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
955,87.8,1685.25,1000.131,1020.108,1021.532,1047.541,1195.495,1256.123,18560.089,18560.473,0.001,,,,
960,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
965,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
970,4.8,1095.841,1079.197,1080.412,1087.339,1119.884,1119.931,1119.94,1120.265,1120.265,0.001,,,,
975,90,1201.53,999.854,1070.68,1102.1,1128.742,1169.871,1187.588,4184.597,4185.051,0.001,,,,
980,377.6,1039.078,999.453,1018.493,1019.75,1024.324,1052.216,1094.173,1488.217,1712.053,0.001,,,,
985,495.2,1030.214,999.51,1017.867,1018.688,1019.618,1035.047,1052.289,1502.67,1652.501,0.001,,,,
990,438.4,1042.445,999.434,1017.127,1017.957,1018.79,1027.364,1069.484,2153.14,2960.903,0.001,,,,
995,243.8,1054.534,999.747,1017.079,1017.875,1018.693,1027.398,1058.194,3555.796,3666.515,0.001,,,,
1000,265.4,1235.407,999.483,1016.864,1017.579,1018.38,1027.845,1076.866,18690.144,18732.839,0.001,,,,
1005,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1010,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1015,12.4,1068.947,1000.041,1056.263,1075.695,1105.385,1117.771,1117.889,1118.127,1118.127,0.001,,,,
1020,283.4,1197.236,999.467,1016.777,1017.561,1018.252,1025.618,1034.525,16809.484,16910.379,0.001,,,,
1025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1030,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1035,210.2,1037.771,999.637,1016.822,1017.695,1019.072,1110.144,1167.669,1251.32,1284.989,0.001,,,,
1040,108,1159.619,997.956,1016.668,1017.248,1017.916,1026.568,1075.157,5766.029,5771.874,0.001,,,,
1045,369,1039.797,999.395,1016.695,1017.356,1018.064,1025.94,1065.378,1109.874,3327.52,0.001,,,,
1050,403.6,1039.162,999.202,1016.555,1017.249,1017.927,1026.198,1058.593,1110.442,3450.983,0.001,,,,
1055,399.8,1152.078,997.759,1016.391,1017.082,1017.689,1022.353,1026.834,1182.971,17790.715,0.001,,,,
1060,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1065,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1070,105.8,1026.865,999.003,1016.447,1017.224,1018.037,1058.485,1134.597,1150.494,1151.641,0.001,,,,
1075,455.8,1034.703,999.338,1016.467,1017.113,1017.847,1026.141,1075.97,1158.346,2972.567,0.001,,,,
1080,629.8,1024.992,999.047,1016.347,1017.073,1017.841,1026.752,1068.964,1225.869,1551.076,0.001,,,,
1085,122.6,1421.091,999.627,1016.559,1017.281,1017.798,1025.398,1057.979,16483.082,16483.907,0.001,,,,
1090,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1095,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1100,10.6,2252.68,1001.542,1833.351,2308.776,2938.584,2943.381,3600.762,3601.937,3601.937,0,,,,
1105,18,1868.858,1000.69,1817.328,1901.581,1960.623,2142.637,2142.887,2143.894,2143.894,0.001,,,,
1110,20.2,1847.022,999.898,1800.149,1964.252,2026.287,2116.764,2117.456,2117.487,2117.836,0.001,,,,
1115,365,1153.46,999.119,1016.262,1016.969,1017.633,1025.039,1026.391,1585.678,16377.597,0.001,,,,
1120,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1125,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1130,100.6,1060.264,999.416,1017.035,1018.077,1059.003,1208.235,1276.26,1442.542,1443.706,0.001,,,,
1135,645.4,1024.376,999.252,1016.434,1017.112,1017.831,1026.068,1075.464,1141.998,1535.739,0.001,,,,
1140,171,1335.121,999.559,1016.279,1016.917,1017.691,1025.657,1125.349,17564.7,17900.235,0.001,,,,
1145,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1150,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1155,6.8,2103.067,1002.379,1767.968,1769.749,2575.425,2576.878,2717.014,2717.05,2717.05,0,,,,
1160,575,1121.602,999.369,1016.155,1016.799,1017.44,1024.493,1026.412,1875.751,18574.094,0.001,,,,
1165,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,
1180,390.2,1022.499,995.712,1016.114,1016.776,1017.29,1018.149,1033.666,1108.37,1926.858,0.001,,,,
