time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec) 1, avg_lat(ms) 1 ,Êthroughput(req/sec) 2,Êavg_lat(ms) 2,,cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),, throughput(req/sec) 3, avg_lat(ms) 3,, throughput(req/sec) 5, avg_lat(ms) 5
4400,99.2,1020.041,999.858,1016.01,1016.602,1017.165,1032.864,1058.823,1092.898,1125.645,0.001,,,,,,,4400,3.8,4637.912,,,,,,,,,
4405,92.2,1021.611,996.755,1016.038,1016.632,1017.216,1051.281,1066.407,1092.849,1141.659,0.001,,,,,,,4405,4,4893.734,,,,,,,,,
4410,91.8,1021.72,1000.521,1015.948,1016.556,1017.127,1058.394,1067.022,1098.09,1116.588,0.001,,,,,,,4410,5.2,4874.174,,,,,,,,,
4415,89,1022.609,999.663,1015.934,1016.632,1017.277,1058.282,1066.795,1099.827,1166.826,0.001,,,,,,,4415,3.4,4822.177,,,,,,,,,
4420,93.4,1021.298,1000.282,1016.067,1016.656,1017.148,1050.393,1066.686,1084.329,1133.521,0.001,,,,,,,4420,4.2,5074.624,,,,,,,,,
4425,93.4,1021.245,1000.085,1016.014,1016.594,1017.156,1051.282,1058.72,1084.034,1142.372,0.001,,,,,,,4425,3,6251.939,,,,,,,,,
4430,94.6,1021.08,999.807,1016.047,1016.626,1017.188,1042.696,1066.006,1099.421,1157.834,0.001,,,,,,,4430,4.4,4457.308,,,,,,,,,
4435,91.4,1022.086,1000.119,1016.001,1016.639,1017.289,1052.403,1066.775,1092.379,1131.213,0.001,,,,,,,4435,4.6,4408.172,,,,,,,,,
4440,17,1450.568,1000.859,1016.196,1016.546,1017.143,1023.731,1067.788,19394.422,19394.422,0.001,,,,,,,4440,3.6,5151.849,,,,,,,,,
4445,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4445,4.8,4758.037,,,,,,,,,
4450,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4450,4,5745.173,,,,,,,,,
4455,3.2,1112.873,1000.873,1057.214,1125.313,1199.532,1224.544,1233.257,1233.257,1233.257,0.001,,,,,,,4455,4,4369.012,,,,,,,,,
4460,84,1023.559,999.732,1016.516,1017.137,1018.074,1052.097,1066.918,1138.01,1252.714,0.001,,,,,,,4460,3.4,4912.244,,,,,,,,,
4465,85.8,1022.969,1000.172,1016.412,1017.17,1017.867,1058.949,1075.716,1092.295,1101.233,0.001,,,,,,,4465,4.8,5287.24,,,,,,,,,
4470,91.4,1021.784,999.822,1016.354,1016.995,1017.581,1058.046,1067.061,1101.658,1133.593,0.001,,,,,,,4470,3.4,5697.697,,,,,,,,,
4475,92.2,1021.638,1000.282,1016.389,1016.999,1017.654,1058.342,1066.466,1093.313,1102.179,0.001,,,,,,,4475,2.8,6699.708,,,,,,,,,
4480,87.2,1022.86,1000.325,1016.21,1016.896,1017.652,1059.212,1067.91,1106.079,1141.623,0.001,,,,,,,4480,3.2,5847.446,,,,,,,,,
4485,90.6,1021.953,1000.057,1016.27,1016.868,1017.64,1050.349,1059.502,1110.131,1132.655,0.001,,,,,,,4485,3.8,4980.414,,,,,,,,,
4490,89.2,1022.361,999.841,1016.182,1017.034,1017.648,1054.007,1067.301,1133.669,1160.945,0.001,,,,,,,4490,4.4,4847.139,,,,,,,,,
4495,89,1022.393,1000.387,1016.422,1017.004,1017.622,1058.643,1068.385,1092.732,1126.244,0.001,,,,,,,4495,4,5130.775,,,,,,,,,
4500,94,1021.335,1000.112,1016.151,1016.848,1017.402,1050.932,1067.456,1085.201,1158.974,0.001,,,,,,,4500,3.2,4903.503,,,,,,,,,
4505,88.4,1022.453,1000.635,1016.284,1016.879,1017.58,1050.577,1067.308,1108.884,1134.61,0.001,,,,,,,4505,3.6,4716.538,,,,,,,,,
4510,96.2,1020.737,1000.105,1016.257,1016.882,1017.471,1050.283,1058.674,1087.822,1092.504,0.001,,,,,,,4510,5,5058.318,,,,,,,,,
4515,95.2,1020.91,999.528,1016.351,1016.919,1017.501,1049.881,1058.966,1091.686,1133.777,0.001,,,,,,,4515,3.4,5086.97,,,,,,,,,
4520,95.6,1020.837,1000.37,1016.169,1016.818,1017.352,1048.301,1067.663,1090.075,1108.334,0.001,,,,,,,4520,5.2,4772.949,,,,,,,,,
4525,93,1021.496,1000.205,1016.306,1016.828,1017.416,1049.527,1065.444,1099.296,1191.67,0.001,,,,,,,4525,3.2,5949.243,,,,,,,,,
4530,89.8,1022.13,999.994,1016.351,1016.984,1017.537,1050.865,1066.684,1109.185,1150.984,0.001,,,,,,,4530,3.4,5600.318,,,,,,,,,
4535,93.2,1021.395,1000.085,1016.246,1016.928,1017.476,1050.169,1066.309,1101.137,1133.451,0.001,,,,,,,4535,3.6,5851.979,,,,,,,,,
4540,91.4,1021.835,999.999,1016.226,1016.943,1017.611,1057.607,1067.662,1092.127,1125.632,0.001,,,,,,,4540,4,4178.877,,,,,,,,,
4545,93,1021.509,1000.246,1016.337,1016.931,1017.592,1057.094,1060.026,1080.704,1108.496,0.001,,,,,,,4545,3.4,5598.288,,,,,,,,,
4550,90,1022.107,999.864,1016.303,1016.944,1017.633,1051.893,1067.632,1108.748,1118.154,0.001,,,,,,,4550,5.6,3854.456,,,,,,,,,
4555,94.8,1021.04,1000.09,1016.376,1016.969,1017.541,1051.26,1060.189,1091.353,1102.062,0.001,,,,,,,4555,4.4,4964.415,,,,,,,,,
4560,102.4,1019.475,999.64,1016.244,1016.911,1017.485,1025.864,1058.816,1084.61,1122.886,0.001,,,,,,,4560,4.2,4683.93,,,,,,,,,
4565,92.2,1021.648,1000.213,1016.185,1016.873,1017.507,1050.773,1067.058,1107.945,1150.75,0.001,,,,,,,4565,3.4,6144.249,,,,,,,,,
4570,96.6,1020.642,1000.047,1016.275,1016.889,1017.516,1026.12,1066.236,1099.899,1142.852,0.001,,,,,,,4570,3.2,4997.635,,,,,,,,,
4575,97.4,1020.633,999.74,1016.217,1016.864,1017.449,1050.081,1059.463,1091.215,1092.939,0.001,,,,,,,4575,4.4,4565.975,,,,,,,,,
4580,96,1020.73,1000.034,1016.338,1016.902,1017.453,1050.62,1059.154,1102.836,1110.201,0.001,,,,,,,4580,4.2,5946.015,,,,,,,,,
4585,92,1021.555,1000.511,1016.278,1016.927,1017.564,1050.289,1066.807,1101.332,1117.889,0.001,,,,,,,4585,3.6,4865.021,,,,,,,,,
4590,96.4,1020.909,999.951,1016.123,1016.874,1017.553,1050.519,1059.477,1093.012,1125.683,0.001,,,,,,,4590,4.4,4035.292,,,,,,,,,
4595,89.6,1022.218,1000.401,1016.225,1016.888,1017.476,1059.055,1069.273,1101.064,1117.961,0.001,,,,,,,4595,4.4,5272.158,,,,,,,,,
4600,87.2,1022.76,999.758,1016.283,1016.974,1017.648,1059.025,1068.021,1100.347,1150.549,0.001,,,,,,,4600,3.2,5072.111,,,,,,,,,
4605,92,1021.624,1000.115,1016.445,1016.948,1017.542,1034.111,1066.739,1092.549,1118.043,0.001,,,,,,,4605,5.4,3502.788,,,,,,,,,
4610,87.4,1022.784,999.771,1016.283,1017.005,1017.73,1051.993,1066.214,1101.287,1126.661,0.001,,,,,,,4610,5.4,5297.695,,,,,,,,,
4615,90.6,1022.057,1000.165,1016.108,1016.951,1017.622,1058.4,1067.821,1108.324,1134.708,0.001,,,,,,,4615,4,5166.47,,,,,,,,,
4620,94.8,1021.248,1000.193,1016.19,1016.883,1017.52,1050.233,1065.869,1094.275,1133.007,0.001,,,,,,,4620,3.6,4449.016,,,,,,,,,
4625,88,1022.589,1000.593,1016.275,1016.836,1017.398,1058.758,1067.485,1091.908,1131.805,0.001,,,,,,,4625,5,4295.715,,,,,,,,,
4630,90.8,1021.935,999.827,1016.221,1016.856,1017.474,1056.326,1067.054,1085.297,1142.94,0.001,,,,,,,4630,4.6,4076.934,,,,,,,,,
4635,69.4,1095.008,999.867,1016.152,1016.778,1017.249,1025.485,1058.52,1093.306,14186.796,0.001,,,,,,,4635,3.8,5189.292,,,,,,,,,
4640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4640,4.4,5002.427,,,,,,,,,
4645,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4645,4.2,4633.598,,,,,,,,,
4650,64.4,1021.816,999.759,1016.205,1016.803,1017.391,1050.655,1066.696,1091.822,1191.911,0.001,,,,,,,4650,4,5176.278,,,,,,,,,
4655,89.8,1022.082,1000.242,1016.281,1016.817,1017.424,1057.978,1066.947,1091.213,1114.736,0.001,,,,,,,4655,4.4,5367.356,,,,,,,,,
4660,54.8,1157.969,999.981,1016.306,1016.868,1017.343,1026.931,1057.858,1116.903,19963.419,0.001,,,,,,,4660,3.6,4677.864,,,,,,,,,
4665,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4665,3.6,4832.685,,,,,,,,,
4670,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4670,4.2,5578.041,,,,,,,,,
4675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4675,3,6553.372,,,,,,,,,
4680,61.6,1021.925,999.784,1016.146,1016.834,1017.478,1053.729,1066.598,1100.684,1118.41,0.001,,,,,,,4680,2.8,5300.212,,,,,,,,,
4685,94.2,1021.084,999.776,1016.24,1016.835,1017.396,1048.855,1059.857,1098.928,1126.279,0.001,,,,,,,4685,4.8,5023.318,,,,,,,,,
4690,40.4,1187.527,1000.905,1015.876,1016.83,1017.551,1049.619,1059.102,1075.518,18174.594,0.001,,,,,,,4690,4.2,5359.065,,,,,,,,,
4695,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4695,3.4,5378.024,,,,,,,,,
4700,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4700,4.4,4203.978,,,,,,,,,
4705,0.8,1733.925,1383.427,1517.288,1817.234,2217.751,2217.751,2217.751,2217.751,2217.751,0.001,,,,,,,4705,4,4528.794,,,,,,,,,
4710,86.6,1021.106,1000.563,1016.112,1016.747,1017.371,1050.787,1066.346,1091.093,1142.329,0.001,,,,,,,4710,4,4797.314,,,,,,,,,
4715,97.8,1020.385,999.903,1016.126,1016.74,1017.402,1050.241,1058.973,1076.175,1108.81,0.001,,,,,,,4715,4.6,5471.271,,,,,,,,,
4720,29.8,1361.021,1000.305,1015.743,1016.557,1017.194,1032.964,1065.068,26489.712,26539.806,0.001,,,,,,,4720,3.6,5440.302,,,,,,,,,
4725,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4725,3.2,5317.745,,,,,,,,,
4730,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4730,3.6,6630.377,,,,,,,,,
4735,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4735,3.2,5555.536,,,,,,,,,
4740,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4740,3,5551.45,,,,,,,,,
4745,41.2,1030.049,999.822,1016.366,1017.001,1018.114,1075.776,1124.533,1183.989,1241.146,0.001,,,,,,,4745,3.8,4544.596,,,,,,,,,
4750,106.4,1018.77,1000.18,1016.075,1016.756,1017.318,1024.866,1026.254,1125.194,1283.999,0.001,,,,,,,4750,3.6,5272.205,,,,,,,,,
4755,111.6,1017.787,1000.418,1016.17,1016.76,1017.329,1025.125,1033.235,1083.558,1108.809,0.001,,,,,,,4755,4.4,5453.733,,,,,,,,,
4760,97.2,1020.502,1000.461,1016.501,1017.251,1018.057,1024.98,1026.788,1094.924,1422.093,0.001,,,,,,,4760,3.6,5505.393,,,,,,,,,
4765,108.4,1018.343,1000.095,1016.561,1017.25,1017.902,1025.435,1026.806,1093.254,1156.322,0.001,,,,,,,4765,4,4212.673,,,,,,,,,
4770,107.8,1018.448,999.909,1016.549,1017.151,1017.726,1025.067,1026.792,1085.137,1194.443,0.001,,,,,,,4770,5.2,4355.051,,,,,,,,,
4775,95.2,1021.263,1000.373,1016.447,1017.098,1017.753,1034.162,1067.475,1117.357,1143.333,0.001,,,,,,,4775,4.2,5445.613,,,,,,,,,
4780,93.6,1021.016,1000.022,1016.471,1017.104,1017.797,1036.083,1066.736,1085.038,1093.336,0.001,,,,,,,4780,3.2,4937.304,,,,,,,,,
4785,88.4,1022.518,1000.148,1016.496,1017.204,1017.966,1054.846,1067.058,1101.822,1151.427,0.001,,,,,,,4785,4.2,5430.299,,,,,,,,,
4790,90.8,1022.05,1000.003,1016.358,1017.055,1017.827,1058.257,1068.184,1093.058,1128.072,0.001,,,,,,,4790,3.4,5998.438,,,,,,,,,
4795,89.4,1022.194,1000.186,1016.449,1017.068,1017.737,1051.181,1067.602,1110.783,1134.25,0.001,,,,,,,4795,4.6,4383.48,,,,,,,,,
4800,93.8,1021.279,1000.224,1016.432,1016.939,1017.543,1050.207,1059.637,1109.942,1125.824,0.001,,,,,,,4800,4,4264.681,,,,,,,,,
4805,91.6,1021.761,999.612,1016.196,1016.901,1017.604,1051.296,1065.607,1099.565,1158.201,0.001,,,,,,,4805,4.2,5049.168,,,,,,,,,
4810,97.4,1020.51,999.756,1016.277,1016.836,1017.445,1043.065,1059.599,1084.438,1100.756,0.001,,,,,,,4810,4,4529.226,,,,,,,,,
4815,101.4,1019.682,999.675,1016.372,1016.888,1017.46,1025.511,1057.531,1082.463,1125.451,0.001,,,,,,,4815,3.6,5132.962,,,,,,,,,
4820,101.2,1019.691,998.821,1016.186,1016.826,1017.376,1026.151,1058.138,1083.726,1126.682,0.001,,,,,,,4820,5,4530.476,,,,,,,,,
4825,91.2,1021.75,1000.298,1016.223,1016.851,1017.388,1050.875,1067.886,1092.634,1160.05,0.001,,,,,,,4825,4.6,4368.328,,,,,,,,,
4830,85.4,1023.446,996.443,1016.115,1016.865,1017.647,1060.062,1076.016,1100.195,1109.899,0.001,,,,,,,4830,4.8,4897.705,,,,,,,,,
4835,97,1020.503,999.957,1016.136,1016.804,1017.507,1050.098,1059.73,1083.862,1098.679,0.001,,,,,,,4835,4,4739.325,,,,,,,,,
4840,91.4,1021.918,999.964,1016.221,1016.966,1017.655,1050.834,1059.674,1099.272,1101.697,0.001,,,,,,,4840,3.4,6628.352,,,,,,,,,
4845,91,1021.802,999.964,1016.376,1016.967,1017.637,1050.624,1059.755,1100.451,1126.581,0.001,,,,,,,4845,2.8,6193.059,,,,,,,,,
4850,91,1021.92,1000.115,1016.417,1016.96,1017.633,1050.448,1067.345,1092.624,1143.413,0.001,,,,,,,4850,3.2,4631.251,,,,,,,,,
4855,87.6,1022.858,1000.235,1016.27,1016.985,1017.737,1058.754,1068.542,1101.1,1151.699,0.001,,,,,,,4855,5.2,4140.682,,,,,,,,,
4860,92.8,1021.518,999.981,1016.264,1016.889,1017.575,1050.281,1059.612,1100.384,1123.132,0.001,,,,,,,4860,5.4,4889.992,,,,,,,,,
4865,90.2,1022.005,1000.308,1016.22,1016.898,1017.521,1057.762,1067.357,1083.876,1093.106,0.001,,,,,,,4865,3.2,6114.263,,,,,,,,,
4870,91.4,1021.797,999.939,1016.304,1016.827,1017.471,1057.908,1065.465,1084.456,1125.091,0.001,,,,,,,4870,3.4,5238.692,,,,,,,,,
4875,85.8,1023.298,1000.205,1016.407,1016.906,1017.633,1058.464,1066.603,1099.714,1126.036,0.001,,,,,,,4875,5,3887.938,,,,,,,,,
4880,91.4,1021.79,1000.285,1016.385,1016.89,1017.489,1050.209,1067.057,1099.103,1134.025,0.001,,,,,,,4880,3.8,6548.203,,,,,,,,,
4885,80.4,1024.828,999.987,1016.205,1016.894,1017.714,1059.264,1083.707,1117.092,1142.928,0.001,,,,,,,4885,3,6036.21,,,,,,,,,
4890,92,1021.706,1000.222,1016.197,1016.785,1017.442,1050.238,1059.338,1091.562,1117.359,0.001,,,,,,,4890,2.8,5647.728,,,,,,,,,
4895,88.4,1022.457,1000.33,1016.164,1016.811,1017.366,1057.536,1067.2,1108.949,1134.471,0.001,,,,,,,4895,3.6,5264.344,,,,,,,,,
4900,91.2,1021.912,999.829,1016.228,1016.852,1017.46,1057.947,1067.2,1091.864,1092.561,0.001,,,,,,,4900,4.2,4578.409,,,,,,,,,
4905,86,1023.24,1000.362,1016.291,1017.07,1017.946,1058.979,1065.958,1091.899,1134.5,0.001,,,,,,,4905,3.8,5453.461,,,,,,,,,
4910,88,1022.713,1000.28,1016.246,1016.968,1017.769,1058.564,1067.639,1108.166,1133.666,0.001,,,,,,,4910,3.6,4332.744,,,,,,,,,
4915,86.6,1023.174,999.521,1016.283,1016.902,1017.722,1058.822,1068.07,1108.479,1135.122,0.001,,,,,,,4915,5.6,4801.695,,,,,,,,,
4920,89,1022.346,1000.396,1016.305,1016.997,1017.668,1051.725,1061.331,1085.634,1133.66,0.001,,,,,,,4920,3.8,4228.821,,,,,,,,,
4925,91.4,1021.703,1000.203,1016.324,1016.801,1017.326,1051.36,1059.697,1092.253,1141.999,0.001,,,,,,,4925,4.6,4838.248,,,,,,,,,
4930,98.6,1020.182,1000.057,1016.243,1016.749,1017.264,1033.758,1059.094,1091.719,1093.336,0.001,,,,,,,4930,4.6,4745.319,,,,,,,,,
4935,88.4,1022.548,1000.305,1016.226,1016.823,1017.474,1058.24,1066.369,1075.965,1100.979,0.001,,,,,,,4935,3.2,4682.284,,,,,,,,,
4940,89.6,1022.257,999.74,1016.163,1016.829,1017.465,1051.093,1066.738,1092.637,1184.09,0.001,,,,,,,4940,4.6,5372.544,,,,,,,,,
4945,89,1022.597,1000.007,1016.204,1016.764,1017.401,1056.965,1067.3,1092.977,1150.798,0.001,,,,,,,4945,3.2,6053.091,,,,,,,,,
4950,95,1020.856,1000.576,1016.151,1016.789,1017.364,1033.825,1066.97,1099.56,1141.285,0.001,,,,,,,4950,3.4,5169.83,,,,,,,,,
4955,94.6,1021.008,1000.159,1016.234,1016.802,1017.413,1050.016,1058.681,1083.665,1092.668,0.001,,,,,,,4955,4.4,4736.556,,,,,,,,,
4960,98.4,1020.282,999.845,1016.34,1016.877,1017.388,1033.691,1058.877,1084.236,1116.205,0.001,,,,,,,4960,4.4,4500.309,,,,,,,,,
4965,95.8,1020.874,999.715,1016.228,1016.826,1017.485,1042.075,1059.394,1092.762,1117.926,0.001,,,,,,,4965,5,4738.123,,,,,,,,,
4970,91,1021.879,999.951,1016.107,1016.786,1017.38,1058.2,1067.147,1092.838,1150.971,0.001,,,,,,,4970,4.2,4616.055,,,,,,,,,
4975,64.8,1120.315,1000.425,1016.289,1016.896,1017.434,1050.465,1059.863,1108.678,17089.638,0.001,,,,,,,4975,3.6,4949.671,,,,,,,,,
4980,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4980,4,4529.879,,,,,,,,,
4985,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,4985,5,4837.828,,,,,,,,,
4990,7.4,1026.998,1002.255,1016.347,1017.135,1025.466,1059.577,1067.501,1117.484,1117.484,0.001,,,,,,,4990,3.6,5758.424,,,,,,,,,
4995,95.6,1020.846,1000.435,1016.187,1016.747,1017.353,1050.108,1058.896,1082.886,1091.884,0.001,,,,,,,4995,3.6,5363.869,,,,,,,,,
5000,95.4,1020.9,1000.214,1016.104,1016.763,1017.381,1050.074,1059.295,1092.206,1158.981,0.001,,,,,,,5000,4.2,4249.909,,,,,,,,,
5005,32.8,1070.345,1000.001,1015.953,1016.684,1017.216,1025.49,1058.763,5257.832,5265.852,0.001,,,,,,,5005,4.2,5395.994,,,,,,,,,
5010,72.8,1023.163,1000.228,1016.268,1016.881,1017.496,1059.008,1067.572,1100.292,1116.923,0.001,,,,,,,5010,4.2,4628.665,,,,,,,,,
5015,91.2,1021.889,1000.211,1016.087,1016.782,1017.457,1058.701,1068.199,1092.491,1126.555,0.001,,,,,,,5015,3.4,5979.667,,,,,,,,,
5020,36.4,1194.945,1000.487,1016.259,1016.886,1017.346,1059.312,1067.499,16746.734,16807.576,0.001,,,,,,,5020,3.6,4465.546,,,,,,,,,
5025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5025,3.8,5795.896,,,,,,,,,
5030,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5030,3,6100.341,,,,,,,,,
5035,28.4,1031.709,1000.156,1016.383,1016.918,1024.671,1067.161,1083.57,1274.744,1341.449,0.001,,,,,,,5035,3,5844.244,,,,,,,,,
5040,92.8,1021.486,1000.068,1016.114,1016.735,1017.318,1050.697,1059.495,1090.956,1099.889,0.001,,,,,,,5040,4.8,4868.191,,,,,,,,,
5045,91,1037.49,1000.102,1016.195,1016.773,1017.261,1034.133,1065.996,1125.968,4853.589,0.001,,,,,,,5045,3.6,6331.538,,,,,,,,,
5050,26.4,1022.018,1000.38,1016.35,1016.907,1017.598,1055.758,1065.932,1091.751,1093.551,0.001,,,,,,,5050,3,4985.517,,,,,,,,,
5055,88.6,1022.681,1000.099,1016.171,1016.854,1017.511,1056.578,1066.099,1117.766,1224.24,0.001,,,,,,,5055,3.2,6564.41,,,,,,,,,
5060,88,1022.636,1000.276,1015.996,1016.766,1017.482,1050.386,1058.612,1083.949,1489.38,0.001,,,,,,,5060,3.8,5362.873,,,,,,,,,
5065,86,1023.046,1000.078,1016.193,1016.79,1017.438,1058.803,1075.585,1108.936,1166.755,0.001,,,,,,,5065,2.8,6132.672,,,,,,,,,
5070,45.2,1214.709,1000.119,1016.33,1016.935,1017.504,1058.572,1066.6,1109.792,22904.501,0.001,,,,,,,5070,4.2,4787.973,,,,,,,,,
5075,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5075,3.8,4743.237,,,,,,,,,
5080,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5080,4,5016.981,,,,,,,,,
5085,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5085,3.4,5960.571,,,,,,,,,
5090,15.2,1019.312,1000.911,1016.25,1016.883,1017.509,1025.88,1041.548,1109.594,1109.594,0.001,,,,,,,5090,4,5218.67,,,,,,,,,
5095,109.4,1018.224,1000.61,1016.151,1016.738,1017.214,1017.771,1025.738,1100.173,1234.928,0.001,,,,,,,5095,2.8,6393.716,,,,,,,,,
5100,109.8,1020.642,1000.122,1016.04,1016.652,1017.271,1019.452,1025.7,1100.714,2041.542,0.001,,,,,,,5100,3.8,4706.957,,,,,,,,,
5105,79.6,1021.528,1000.259,1016.087,1016.703,1017.205,1026.327,1059.422,1151.268,1209.566,0.001,,,,,,,5105,5,4018.092,,,,,,,,,
5110,109.2,1018.368,999.757,1016.104,1016.77,1017.301,1025.118,1034.877,1084.287,1093.527,0.001,,,,,,,5110,5.2,4825.274,,,,,,,,,
5115,91.2,1021.805,1000.012,1016.264,1016.827,1017.468,1050.917,1067.156,1092.902,1151.266,0.001,,,,,,,5115,4,5321.832,,,,,,,,,
5120,89.8,1022.417,999.946,1016.367,1016.961,1017.659,1051.06,1067.746,1108.814,1125.6,0.001,,,,,,,5120,4,5247.928,,,,,,,,,
5125,83,1023.804,999.982,1016.29,1016.939,1017.683,1059.525,1075.767,1114.23,1168.215,0.001,,,,,,,5125,3.4,5002.116,,,,,,,,,
5130,91,1021.965,999.864,1016.186,1016.927,1017.654,1058.649,1067.294,1093.474,1117.762,0.001,,,,,,,5130,3.4,5078.711,,,,,,,,,
5135,91.4,1021.803,999.459,1016.268,1016.877,1017.565,1051.768,1067.205,1109.168,1125.652,0.001,,,,,,,5135,3.8,4497.446,,,,,,,,,
5140,94.2,1021.165,1000.444,1016.292,1016.894,1017.586,1050.462,1059.369,1091.151,1125.648,0.001,,,,,,,5140,5.6,4951.548,,,,,,,,,
5145,87.8,1022.715,1000.046,1016.269,1016.942,1017.602,1058.899,1067.762,1105.826,1142.92,0.001,,,,,,,5145,4,4479.223,,,,,,,,,
5150,83.2,1024.079,1000.088,1016.317,1016.885,1017.632,1059.057,1074.472,1109.344,1126.322,0.001,,,,,,,5150,3.8,5643.98,,,,,,,,,
5155,81.2,1024.706,1000.399,1016.301,1016.992,1017.78,1059.399,1074.553,1125.632,1168.253,0.001,,,,,,,5155,3.4,5482.121,,,,,,,,,
5160,88.2,1022.457,1000.188,1016.339,1016.931,1017.529,1058.021,1067.305,1092.786,1117.941,0.001,,,,,,,5160,3.4,6234.967,,,,,,,,,
5165,88.8,1022.465,1000.619,1016.376,1016.85,1017.428,1050.67,1067.629,1117.959,1166.49,0.001,,,,,,,5165,4,4936.354,,,,,,,,,
5170,95.6,1021.004,1000.477,1016.24,1016.843,1017.375,1049.574,1059.293,1084.364,1100.708,0.001,,,,,,,5170,3.6,5909.022,,,,,,,,,
5175,81.4,1024.38,1000.152,1016.286,1016.861,1017.682,1058.958,1067.85,1099.594,1149.563,0.001,,,,,,,5175,3.4,4770.443,,,,,,,,,
5180,87.2,1022.767,1000.101,1016.22,1016.832,1017.532,1050.697,1059.327,1092.135,1116.243,0.001,,,,,,,5180,3.8,4747.968,,,,,,,,,
5185,86,1023.28,999.807,1016.116,1016.817,1017.525,1058.658,1067.768,1099.879,1156.847,0.001,,,,,,,5185,3.4,5532.973,,,,,,,,,
5190,93.6,1021.187,999.757,1016.221,1016.865,1017.453,1050.307,1058.333,1083.68,1209.685,0.001,,,,,,,5190,4.2,5893.794,,,,,,,,,
5195,83.4,1024.184,999.8,1016.118,1016.801,1017.531,1059.047,1075.041,1100.664,1117.316,0.001,,,,,,,5195,3.6,4662.505,,,,,,,,,
5200,89.2,1022.046,1000.186,1016.3,1016.814,1017.477,1050.499,1059.279,1092.783,1141.455,0.001,,,,,,,5200,4.6,4410.121,,,,,,,,,
5205,86.6,1023.03,999.63,1016.236,1016.936,1017.762,1057.594,1067.943,1108.402,1134.9,0.001,,,,,,,5205,4.4,4919.319,,,,,,,,,
5210,75.8,1026.429,1000.929,1016.477,1017.063,1020.709,1065.261,1075.196,1117.384,1184.062,0.001,,,,,,,5210,4,4699.378,,,,,,,,,
5215,81.4,1024.443,999.982,1016.252,1017.005,1017.988,1059.591,1074.848,1099.07,1125.15,0.001,,,,,,,5215,4.8,4205.068,,,,,,,,,
5220,80.2,1024.863,1000.011,1016.308,1017.024,1018.097,1058.891,1067.444,1103.035,1126.711,0.001,,,,,,,5220,4.8,4522.694,,,,,,,,,
5225,85.4,1023.32,1000.4,1016.116,1016.813,1017.71,1057.94,1067.05,1099.607,1125.24,0.001,,,,,,,5225,3.6,6289.039,,,,,,,,,
5230,96.2,1020.788,1000.036,1016.047,1016.753,1017.416,1049.68,1059.064,1114.9,1125.389,0.001,,,,,,,5230,3.8,5581.781,,,,,,,,,
